SURVEYID	FORMTYPE	RESPTYPE	AGCYTYPE	AGENCY	CITY	STATE	ZIPCODE	SWNAUTHEMP	SWNFTEMP	SWNPTEMP	CIVFTEMP	CIVPTEMP	TOTFTEMP	TOTPTEMP	FTRESERVESWN	PTRESERVESWN	FTRESERVECIV	PTRESERVECIV	FTGANGOFF	PTGANGOFF	FTDRUGOFF	PTDRUGOFF	FTTERROFF	PTERROFF	FTHUMTRFOFF	PTHUMTRFOFF	NUMRESPOFF	NUMCPO	NUMSRO	NUMPATR	NUMINVST	NUMJAIL	NUMCRTSEC	NUMPROCSERV	OPBUDGET	OPBUDGEST	DRUGFORF	GAMBFORF	OTHRFORF	ASFOREST	MINEDUC	EDREQEXM	BACKGRND	CREDHIS	CRIMHIS	DRIVHIS	INTERVW	PERSTEST	POLYEXAM	PSYCHEVAL	VOICESTRESS	WRITAPTEST	ANPROBSOLV	CULTDIV	CONFMGT	SECLANG	VOLHIS	DRUGTEST	MEDEXAM	PHYSTEST	TOTACAD	TOTFIELD	TOTINSRV	WHITE	BLACK	HISPANIC	ASIAN	NATHAW	AMERIND	MULTRACE	UNKRACE	MALE	FEMALE	TOTGENDER	SWNBILING	CIVBILING	SWNINTERP	CIVINTERP	VOLINTERP	CONINTERP	OTHINTERP	INTERPDESC	EDUCPAY	HAZARDPAY	MERITPAY	SHIFTPAY	SKILLPAY	LANGPAY	TUITIONPAY	MILPAY	COLLBARG	RESPAY	CHIEFMIN	CHIEFMAX	SGTMIN	SGTMAX	ENTRYMIN	ENTRYMAX	OPER911	NUMWIRE	EXACTLOC	GENLOC	CARPAT	MOTOPAT	FOOTPAT	AIRPAT	BOATPAT	HORSEPAT	BIKEPAT	SEGPAT	OTHERPAT	OTHPATDESC	CPTRNNEW	CPTRNINSERV	CPMISSION	CPSARA	CPSARANUM	CPACADEMY	CPPLAN	CPGEO	CPGEONUM	CPPROBSOLV	CPTECHUP	CPPARTNER	CPSURVEY	CPUNIT	CPNONE	ADVGRP	BUSGRP	FAITHORG	LOCGOVT	OTHLOCLEA	NEIGHASC	SENIORGRP	SCHOOLGRP	YOUTHSERV	EMAILMRKT	WEBFEEDBACK	WEBMAPS	WEBSTATS	LISTSERV	REV911NOT	MASSNOTNUM	NONEM311	EREPORTING	ECRIMEREP	OTHRCP	OTHCPDESC	TERRPLAN	INTEROP	TERRPREPDIV	TERRPREPFEAR	TERPREPINFO	TERRPREPMEET	TERRPREPINCR	TERRPREPEXER	OTHTERRPREP	TERRPREPDESC	SWNINTEL	CIVINTEL	SEMIPRIM	SEMIBACK	PRIM10MM	BACK10MM	PRIM9MM	BACK9MM	PRIM45	BACK45	PRIM40	BACK40	PRIM357	BACK357	PRIM380	BACK380	PRIMOTHCAL	BACKOTHCAL	PRIMANYSEMI	BACKANYSEMI	REVOPRIM	REVOBACK	NOBACKUP	ASSLTWEAP	SHOTGUN	CARBINE	RIFLE	OTHSECWP	SECGUNDESC	NOSECGUN	ARMORREQ	NUMDOGS	NUMHORSES	TRADBATON	PR24BATON	COLLBATON	SOFTPROJ	BLACKJACK	RUBBULLET	OTHIMP	OTHIMPDESC	OCPEPPER	OTHCHEM	OTHCHEMDESC	CED	NECKHOLD	OTHNONLETH	OTHACTDESC	DIGPRINTS	DIGFACEREG	DIGMUGSHOT	DIGPHOTO	DIGCOMP	DIGNONE	INFRARED	GOGGLES	IMAGEINT	LPREADER	LASERRANGE	OPTICNONE	ENGDISRUPT	TIREDEFLATE	VEHTRACK	NOVEHSTOP	NUMMRKCARS	NUMOTHMRK	NUMUMKCARS	NUMOTHUNM	NUMPLANES	NUMCOPTERS	NUMBOATS	NUMMOTOR	TAKEHOME	PERSUSE	OUTSIDEJUR	VIDCAM	NUMCARCAM	NUMFIXCAM	NUMMOBCAM	SHOTSENSOR	NUMSENSOR	COMCOMMPROB	COMBOOKING	COMCRIMANL	COMCRIMEMAP	COMINVEST	COMCAD	COMFLEET	COMHOTSPOT	COMINFCOMM	COMINFWRIT	COMINTEL	COMINFOSHAR	COMINTERNET	COMPERSREC	COMRECMAN	COMRESALLO	COMNONE	ALARMFILES	ARRESTFILES	BIOMETFILES	CFSFILES	CMPLNTFILES	PRINTFILES	INCREPFILES	GUNFILES	INTELFILES	PROPFILES	SUMMFILES	TRAFCITFILES	TRAFSTOPFILES	USEFORCEFILES	WARRANTFILES	GANGFILES	PAWNFILES	PROTORDFILES	NONEFILES	USEINFCOM	NUMPERM	NUMDOCK	NUMPORT	MVRECACC	DRIVRECACC	CRIMRECACC	WARRRANTACC	PROTORDACC	INFOSHARACC	ADDRINFOACC	WEBACC	GISMAPACC	OTHERACC	OTHACCDESC	TRANSMIT	TRNSDESC	AFISOWNER	AFISTERM	AFISOTHER	AFISNONE	EARLYWARN	AUTOUNIT	BIASUNIT	BOMBUNIT	CHILDUNIT	CRPREVUNIT	CRIMANUNIT	CYBERUNIT	DVUNIT	DRUGEDUNIT	FINCRMUNIT	DRUGENFUNIT	GANGUNIT	DUIUNIT	INTAFFUNIT	JUVCRMUNIT	METHUNIT	MISCHDUNIT	REPOFFUNIT	RESPLANUNIT	SCHSAFEUNIT	TERRHOMEUNIT	VICTASSTUNIT	DEADFORCPLCY	LESSTHANPLCY	CODECONDPLCY	OFFDEMPLPLCY	MAXHOURSPLCY	OFFDCONDPLCY	MEDIAPLCY	EAPPLCY	MENTILLPLCY	HOMELESSPLCY	DOMDISPPLCY	JUVENILEPLCY	LIMITENGPLCY	INCUSDTHPLCY	RACIALPRPLCY	CITCOMPPLCY	IMMSTATPLCY	NUMUOFSUST	NUMUOFOTH	NUMUOFPEND	NUMUOFTOT	CCRB	CCRBPOWERS	OUTSIDEINV	IMPBUDGET	IMPTRNACD	IMPTRNFLD	IMPTRNINS	IMPCHFMIN	IMPCHFMAX	IMPSGTMIN	IMPSGTMAX	IMPENTRYMIN	IMPENTRYMAX	IMPGENDER	IMPRACE	IMPSWNINTEL	IMPCIVINTEL	IMPCARCAM	IMPSITECAM	IMPMOBLCAM	IMPMARKED	IMPOTHMKD	IMPUNMARKED	IMPOTHUNMKD	IMPMOTOS	IMPBOATS	IMPPLANES	IMPCOPTERS	IMPMOUNTED	IMPDOCKING	IMPNONDOCK	IMPSARA	IMPGEOG	IMPDRUGTASK	IMPGANGTASK	IMPHUMNTASK	IMPTERRTASK	IMPCELL	ORI	CSLLEA04_ID	POPULATION	LPDSAMPGRP	FINALWT_PAGE1	FINALWT_PAGE2ON
854	L	full	3	COLLEGE STATION POLICE DEPT	College Station	TX	77840	114	108	0	42	0	150	0	0	5	0	0	0	0	3	0	1	0	0	0	79	108	4	79	18	0	0	0	12936436	0	20000	0	0	0	4	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	540	720	40	93	7	7	1	0	0	0	0	98	10	108	7	10	1	1	1	1	0	 	1	0	1	1	1	1	1	0	0	0	103729	126110	52603	68390	35880	39416	1	1	1	1	1	1	1	0	0	0	1	0	0	 	1	2	1	1	108	1	0	1	108	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	 	1	1	1	0	1	1	1	1	0	 	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	 	0	2	1	0	1	0	1	1	0	1	1	PROJECTILE BATON	1	0	 	0	0	0	 	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	27	6	15	4	0	0	0	7	1	0	0	1	27	0	0	0	8888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	27	0	0	1	1	0	1	1	1	1	0	0	0	 	3	 	1	0	0	0	1	3	3	2	2	2	2	2	3	2	3	1	3	3	1	2	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	39	4	50	0	8	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	TX02102	10043036	74997	100	1.04973	1.05914
851	L	full	3	BROWNSVILLE POLICE DEPARTMENT	Brownsville	TX	78520	245	237	0	72	5	309	5	0	0	0	0	0	0	2	0	1	0	1	0	122	20	0	122	57	1	4	0	19621444	0	292586	0	0	0	4	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	704	440	20	23	1	213	0	0	0	0	0	218	19	237	0	0	1	1	0	0	0	 	1	0	0	1	0	0	1	1	1	0	62119	107966	50268	52340	28131	28131	1	1	0	1	1	1	1	0	0	0	0	0	0	 	0	0	0	0	8888	1	0	1	122	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	CRIMESTOPPERS WEBSITE	0	1	0	0	0	0	0	1	1	REGIONAL COMMUNICATION INTEROPERABILITY EXERCISE	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	 	1	2	5	0	0	0	1	0	0	0	0	 	1	0	 	0	0	0	 	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	90	14	57	12	0	0	0	12	1	0	0	1	50	0	2	0	8888	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	50	0	0	0	0	0	0	0	1	0	1	0	 	1	 	1	1	1	0	0	1	4	2	3	1	4	3	1	2	1	1	4	3	1	1	4	1	4	3	3	3	2	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	TX03101	10042985	177090	100	1.04973	1.05914
870	L	full	3	HARLINGEN POLICE DEPARTMENT	Harlingen	TX	78550	127	126	0	34	0	160	0	0	0	0	0	0	0	1	0	1	0	0	0	64	2	5	64	33	0	1	0	9700000	1	991425	0	0	0	4	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	768	640	20	24	0	102	0	0	0	0	0	119	7	126	0	0	1	1	0	0	0	 	0	0	0	0	1	0	1	1	1	0	83000	116000	46000	48700	31800	41800	1	1	1	1	1	1	1	0	0	0	1	0	1	ATV	1	3	1	1	64	1	0	1	55	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	 	1	1	0	0	1	0	1	1	0	 	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	 	0	1	3	0	0	1	1	1	0	0	1	44MM RUBBER PROJECTILE	1	1	CS/CN, OC/CS	1	0	0	 	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	34	8	51	5	0	0	0	2	1	0	0	1	34	0	0	0	8888	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	NA - VALID SKIP	3	 	1	0	0	0	0	1	3	4	1	1	1	3	3	1	1	1	1	4	1	1	3	1	3	3	3	3	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	10	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	TX03103	10043210	64984	100	1.04973	1.05914
847	L	full	3	BAYTOWN POLICE DEPARTMENT	Baytown	TX	77521	142	129	0	52	1	181	1	0	0	0	0	0	0	0	0	0	0	0	0	89	5	3	89	25	0	0	0	15281601	0	0	0	52767	0	3	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	618	480	20	106	6	16	0	0	0	1	0	118	11	129	0	0	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	89472	134484	57698	65193	36861	36861	1	1	1	1	1	0	0	0	0	0	0	0	0	 	1	0	1	0	8888	1	0	1	129	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	 	1	1	0	0	1	1	1	1	0	 	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	 	0	1	3	0	1	0	1	0	0	0	0	 	1	0	 	1	0	0	 	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	80	8	26	5	0	0	1	0	1	1	1	1	60	0	3	0	8888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	57	0	1	1	0	1	0	0	1	1	1	0	 	3	 	0	0	1	0	1	2	2	2	1	1	1	2	1	1	2	1	1	3	1	3	3	2	2	3	1	3	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	16	0	17	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	TX10101	10042945	69040	100	1.04973	1.05914
843	L	full	3	ABILENE POLICE DEPARTMENT	Abilene	TX	79604	184	168	0	63	4	231	4	0	0	0	0	0	0	0	0	0	0	0	0	94	0	8	94	20	0	0	0	19446810	0	59790	0	0	0	3	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1040	560	40	155	3	9	0	1	0	0	0	159	9	168	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	110000	110000	57030	59090	39736	39736	1	1	0	1	0	1	0	0	0	0	0	0	0	 	0	0	0	0	8888	1	0	0	8888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	 	1	0	0	0	0	0	0	1	0	 	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	 	0	1	4	0	0	0	1	1	0	0	0	 	1	0	 	0	0	0	 	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	64	10	40	8	0	0	0	8	1	1	0	1	63	0	0	0	8888	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	63	0	0	1	1	0	1	0	0	0	0	0	0	 	1	 	1	0	0	0	0	2	3	2	1	1	1	2	2	3	1	1	2	3	2	1	1	2	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	3	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	TX22101	10042904	114644	100	1.04973	1.05914
857	L	full	3	CORPUS CHRISTI POLICE DEPARTMENT	Corpus Christi	TX	78469	448	446	0	192	45	638	45	0	5	0	0	12	0	2	0	0	0	0	0	299	10	0	299	48	0	0	0	63615406	0	582502	0	162511	0	4	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1184	480	20	237	11	197	0	1	0	0	0	408	38	446	275	150	1	1	0	1	0	 	1	1	0	1	0	0	1	1	1	0	98216	121408	56304	68484	39816	48624	1	1	1	1	1	1	0	0	0	0	1	0	0	 	1	0	1	0	8888	1	0	1	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	CAN ORDER TRAFFIC ACCIDENT'S REPORT ONLINE	0	1	0	0	0	0	0	1	0	 	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	 	0	1	2	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	196	31	120	22	0	0	2	13	0	8	8	1	25	0	0	0	8888	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	150	0	20	1	1	1	1	1	0	1	1	1	0	 	3	 	1	0	0	0	1	1	3	1	1	1	1	1	1	2	3	1	1	3	1	1	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	73	2	78	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	TX17802	10043054	286428	100	1.04973	1.05914
892	L	full	3	PORT ARTHUR POLICE DEPARTMENT	Port Arthur	TX	77641	120	120	0	34	0	154	0	120	0	0	0	0	0	1	0	1	0	0	0	106	8	0	106	14	0	0	0	13500000	0	0	0	0	0	4	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	700	1040	40	84	26	7	3	0	0	0	0	112	8	120	9	0	1	0	0	0	0	 	0	0	0	0	0	1	1	1	1	1	999999	92625	54889	57085	36834	54466	1	1	0	1	1	0	0	0	0	0	0	0	0	 	1	1	1	1	9999	0	0	1	54	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	 	1	1	1	0	0	0	1	1	0	 	2	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	 	0	0	4	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	50	7	15	5	0	0	0	0	1	0	0	1	50	0	0	0	8888	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	50	0	0	1	1	1	1	0	0	0	0	0	0	 	2	 	0	0	1	0	0	1	3	3	2	1	2	3	1	3	1	1	1	1	1	1	1	2	2	3	3	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	5	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	TX12307	10043512	55481	100	1.04973	1.05914
881	L	full	3	LUBBOCK POLICE DEPARTMENT	Lubbock	TX	79457	422	366	0	157	15	523	15	0	0	0	0	6	0	15	0	0	0	0	0	250	3	20	210	85	0	0	0	43017607	0	143617	0	0	0	3	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	920	600	20	287	2	76	1	0	0	0	0	337	29	366	0	0	1	1	0	0	0	 	1	0	0	0	0	0	0	1	0	0	110000	155466	60621.6	62976.16	44231.2	53033.76	1	1	1	1	1	1	0	0	0	0	1	0	0	 	1	0	1	0	8888	0	1	1	210	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	 	1	1	0	0	1	0	1	1	0	 	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	 	0	2	4	10	0	1	1	1	0	1	0	 	1	0	 	1	0	0	 	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	161	26	99	18	0	0	2	11	1	1	1	1	375	0	3	0	8888	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	375	0	0	1	1	0	1	1	1	1	0	0	0	 	1	 	1	0	0	0	0	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	3	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	TX15202	10043372	213988	100	1.04973	1.05914
889	L	full	3	ODESSA POLICE DEPARTMENT	Odessa	TX	79761	170	160	3	50	0	210	3	0	0	0	0	1	0	1	0	0	0	0	0	85	3	0	85	30	0	0	0	15695298	0	52963	0	0	0	4	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	640	680	20	105	6	49	0	0	0	0	0	142	18	160	99999	99999	1	1	0	0	1	BYSTANDER ASSISTANCE	1	0	0	0	1	0	1	0	0	0	95000	95000	49943	54937	34023	38914	1	1	0	1	1	0	0	0	0	0	1	0	0	 	1	0	0	0	8888	1	0	0	8888	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	 	1	0	0	0	0	0	1	1	0	 	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	 	0	0	4	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	42	10	45	6	0	0	0	0	0	8	8	1	42	0	0	0	8888	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	42	0	2	1	1	1	1	1	0	0	0	0	1	AGENCY'S INTERNAL RECORDS MANAGEMENT SYSTEM	1	 	1	0	0	0	0	1	3	1	2	1	1	3	2	4	3	1	2	3	1	3	2	3	3	2	4	3	2	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	3	0	3	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	TX06802	10043457	95839	100	1.04973	1.05914
3005	S	full	3	ROCKWALL POLICE DEPARTMENT	Rockwall	TX	75087	68	68	0	20	0	88	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	6	 	 	 	 	 	6000000	1	500000	0	0	1	3	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	640	680	40	62	3	2	1	0	0	0	0	63	5	68	 	 	 	 	 	 	 	 	1	0	1	0	1	1	1	0	0	0	110000	130000	68302.4	70865.6	46716.8	56784	1	1	0	1	1	1	0	0	0	0	1	0	0	 	3	3	1	0	8888	1	0	1	48	0	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	0	1	1	0	 	0	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	1	0	1	1	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	4	7	3	0	0	0	2	0	8	8	1	20	0	0	0	8888	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	20	0	1	1	1	1	0	0	1	1	0	0	 	3	 	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX19901	10043561	34872	2	3.49048	3.53964
2892	S	full	3	CLEBURNE POLICE DEPARTMENT	Cleburne	TX	76033	55	53	0	20	2	73	2	0	0	0	0	0	0	1	0	0	0	0	0	36	0	3	 	 	 	 	 	5846532	 	5000	0	0	1	4	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	840	640	25	50	1	2	0	0	0	0	0	48	5	53	 	 	 	 	 	 	 	 	1	0	0	0	1	1	1	0	0	0	100000	125000	64098	71754	44999	54955	1	1	1	1	1	1	0	0	0	0	0	0	0	 	1	3	1	0	8888	0	0	0	8888	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	1	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	3	7	3	0	0	0	3	1	0	0	1	21	0	3	0	8888	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	21	0	1	1	0	1	1	0	0	0	0	0	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX12603	10043026	30174	2	3.49048	3.53964
2927	S	full	3	HALTOM CITY POLICE DEPT	Haltom City	TX	76117	73	73	0	35	0	108	0	0	3	0	0	0	0	2	0	0	0	0	0	40	1	3	 	 	 	 	 	6048436	 	25000	0	0	1	4	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	840	480	20	63	1	5	2	0	2	0	0	68	5	73	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	0	0	83167	124750	63385	68259	45981	54657	1	1	0	1	1	1	0	0	0	0	0	0	0	 	1	1	1	1	40	1	0	1	40	1	0	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	1	0	1	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	0	2	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	4	10	4	0	0	0	5	1	0	0	1	20	0	1	0	8888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	20	0	0	1	1	0	1	1	1	1	1	1	0	 	3	 	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	TX22014	10043207	40114	1	2.20737	2.21759
