ORI7	ORI9	SHERIFF_FLAG	TYPE	TRIBALPD	COUNTYPD	AGENCYID	BJS_AGENCYNAME	CITY	STATENAME	STATECODE	ZIPCODE	POP2012	SAMPLETYPE_FINAL	STRATCODE	FTSWORN	FTCIV	PTSWORN	PTCIV	PERS_PDSW_MFT	PERS_PDSW_MPT	PERS_PDSW_FFT	PERS_PDSW_FPT	PERS_FTS_WHT	PERS_FTS_BLK	PERS_FTS_HSP	PERS_FTS_IND	PERS_FTS_ASN	PERS_FTS_HAW	PERS_FTS_TWO	PERS_FTS_UNK	PERS_FTS_RACETOT	PERS_RESP_PATRL	PERS_RESP_INVST	PERS_RESP_JAIL	PERS_RESP_CRT	PERS_RESP_OTHR	PERS_SUP_CHF_M	PERS_SUP_CHF_F	PERS_SUP_INTM_M	PERS_SUP_INTM_F	PERS_SUP_SGT_M	PERS_SUP_SGT_F	PERS_SSW_FT	PERS_SSW_PT	PERS_UPSW	PERS_DUT_NONE	PERS_DUT_ADMN	PERS_DUT_CLN	PERS_DUT_LGL	PERS_DUT_ACCT	PERS_DUT_FSCI	PERS_DUT_RSRCH	PERS_DUT_HR	PERS_DUT_IT	PERS_DUT_VM	PERS_DUT_CD	PERS_DUT_CRT	PERS_DUT_JAIL	PERS_DUT_OTHR	PERS_DUT_SPEC	PAY_SAL_EXC_MIN	PAY_SAL_EXC_MAX	PAY_SAL_SGT_MIN	PAY_SAL_SGT_MAX	PAY_SAL_OFCR_MIN	PAY_SAL_OFCR_MAX	PAY_INCT_EDU	PAY_INCT_VOC	PAY_INCT_LANG	PAY_INCT_SPCL	PAY_INCT_HZRD	PAY_INCT_SD	PAY_INCT_RINC	PAY_INCT_MRT	PAY_INCT_OTHR	PAY_INCT_SPEC	PAY_OUT	PAY_RST_NO	PAY_RST_HRS	PAY_RST_TYPE	PAY_RST_OTHR	PAY_RST_SPEC	PAY_BARG	PAY_SBARG	PAY_RMB_TUIT	PAY_RMB_UNF	PAY_RMB_ARMR	PAY_RMB_SFTY	PAY_RMB_FIRE	PAY_OVER_SW	PAY_OVER_NSW	PAY_FUNC_CRT	PAY_FUNC_SHFT	PAY_FUNC_PTRL	PAY_FUNC_INVS	PAY_FUNC_ADMN	PAY_FUNC_EMRG	PAY_FUNC_EVNT	PAY_FUNC_OTHR	PAY_FUNC_SPEC	PAY_LMT	PAY_VEH_MRK	PAY_VEH_UMRK	HIR_FRZ	HIR_MTH_SW10	HIR_MTH_SW11	HIR_MTH_SW12	HIR_MTH_NSW10	HIR_MTH_NSW11	HIR_MTH_NSW12	HIR_NBR	HIR_NBR_DRCT_FT	HIR_NBR_DRCT_PT	HIR_NBR_PRE_FT	HIR_NBR_PRE_PT	HIR_NBR_LAT_FT	HIR_NBR_LAT_PT	HIR_NBR_TFT	HIR_NBR_TPT	HIR_TRN_NO_L	HIR_TRN_NO_P	HIR_TRN_CRS_L	HIR_TRN_CRS_P	HIR_TRN_FLD_L	HIR_TRN_FLD_P	HIR_TRN_DIR_L	HIR_TRN_DIR_P	HIR_TRN_OLATS	HIR_TRN_OPRES	HIR_NSWT_NO	HIR_NSWT_VAR_FT	HIR_NSWT_VAR_PT	HIR_EDU_NO	HIR_EDU_HS	HIR_EDU_SCOL	HIR_EDU_AD	HIR_EDU_BD	HIR_EDU_OTHR	HIR_EDU_SPEC	HIR_MIL	HIR_BD_VAR	HIR_RTR_DB	HIR_RTR_DC	HIR_RTR_SS	HIR_RTR_OTHR	HIR_RTR_SPEC	HIR_SEP_NMED	HIR_SEP_MED	HIR_SEP_VOL	HIR_SEP_LAYOFF	HIR_SEP_DIS	HIR_SEP_OTHR	HIR_SEP_TTL	HIR_SEPNS_LAYOFF	HIR_SEPNS_OTHR	HIR_SEPNS_TTL	BDGT_MNTH	BDGT_TTL	BDGT_TTL_EST	BDGT_SRC_MNC	BDGT_SRC_CNTY	BDGT_SRC_STATE	BDGT_SRC_FED	BDGT_SRC_CONT	BDGT_SRC_ASST	BDGT_SRC_FEE	BDGT_SRC_OTHR	BDGT_SRC_SPEC	BDGT_RED	BDGT_PCT_SW	BDGT_PCT_NSW	BDGT_FUR	BDGT_FUR2_SW10	BDGT_FUR2_SW11	BDGT_FUR2_SW12	BDGT_FUR2_NSW10	BDGT_FUR2_NSW11	BDGT_FUR2_NSW12	COM_MIS	COM_TRN_REC	COM_TRN_INSRV	COM_SARA	COM_NSARA	COM_COL	COM_PTNR	COM_BT	COM_NBT	COM_SURV	TECH_TYP_GUN	TECH_TYP_LIC	TECH_TYP_SMRT	TECH_TYP_VPUB	TECH_TYP_VVEH	TECH_TYP_VPAT	TECH_TYP_VWPN	TECH_TYP_VOTHR	TECH_EAC_MREC	TECH_EAC_DREC	TECH_EAC_CRIM	TECH_EAC_WARR	TECH_EAC_PROT	TECH_EAC_ADRS	TECH_CIR	TECH_CIR_SPEC	TECH_CRS	TECH_CREC_INC	TECH_CREC_SUM	TECH_CREC_NAR	TECH_CREC_OTHR	TECH_CREC_SPEC	TECH_REC_NAR	TECH_REC_CODE	TECH_REC_STAT	TECH_REC_VIC	TECH_REC_SUS	TECH_REC_LOC	TECH_REC_GEO	TECH_REC_DATE	TECH_WHO_NO	TECH_WHO_STAFF	TECH_WHO_EXTR	TECH_MANY_FTS	TECH_MANY_PTS	TECH_MANY_FTNS	TECH_MANY_PTNS	TECH_OUT_LAW	TECH_OUT_GOV	TECH_OUT_UNIV	TECH_OUT_VEND	TECH_OUT_OTHR	TECH_OUT_OTHR_SPEC	TECH_WEB_NONE	TECH_WEB_JUR	TECH_WEB_BEAT	TECH_WEB_MAP	TECH_WEB_OFFND	TECH_WEB_OTHR	TECH_WEB_SPEC	TECH_PUBL_REP	TECH_PUBL_ASK	TECH_PUBL_FILE	TECH_PUBL_OTHR	TECH_PUBL_SPEC	TECH_REPT	TECH_RECV	TECH_MEDIA_TW	TECH_MEDIA_FB	TECH_MEDIA_BLOG	TECH_MEDIA_YTBE	TECH_MEDIA_MASS	TECH_MEDIA_OTHR	TECH_MEDIA_SPEC	VEH_OPRT_MK	VEH_OPRT_UNMK	VEH_TYP_MTR	VEH_TYP_ATV	VEH_TYP_AIR	VEH_TYP_HCOP	VEH_TYP_BOAT	VEH_TYP_DRONE	VEH_TYP_OTHR	VEH_TYP_SPEC	VEH_WPUR	VEH_WPUR_SPEC	VEH_DOC	VEH_DOC_SPEC	VEH_NPUR	VEH_NPUR_EST	VEH_NPUR_UNK	VEH_REST_NO	VEH_REST_ALN	VEH_REST_VISL	VEH_REST_SEPR	VEH_REST_RADIO	VEH_REST_ARM	VEH_REST_OTHR	VEH_REST_SPEC	VEH_CNTN	SAFE_AUTH_HGN	SAFE_AUTH_RFL	SAFE_AUTH_SGN	SAFE_AUTH_BTN	SAFE_AUTH_IMP	SAFE_AUTH_SOFT	SAFE_AUTH_SPRAY	SAFE_AUTH_CHEM	SAFE_AUTH_TASR	SAFE_AUTH_NECK	SAFE_AUTH_TKDWN	SAFE_AUTH_OHAND	SAFE_AUTH_CHAND	SAFE_AUTH_LEG	SAFE_DOC_DISF	SAFE_DOC_DCHF	SAFE_DOC_BAT	SAFE_DOC_IMP	SAFE_DOC_SOFT	SAFE_DOC_SPRAY	SAFE_DOC_CHEM	SAFE_DOC_DIST	SAFE_DOC_DCHT	SAFE_DOC_NECK	SAFE_DOC_TKDWN	SAFE_DOC_OHAND	SAFE_DOC_CHAND	SAFE_DOC_LEG	SAFE_FINC	SAFE_FINC_SPEC	NO_RECORD_FORCE	SAFE_FRC_INC	SAFE_FRC_OFFC	SAFE_FRC_OTHR	SAFE_FRC_SPEC	SAFE_FTTL	SAFE_FTTL_EST	SAFE_FTTL_UNK	SAFE_SEPR	SAFE_SEPR_EST	SAFE_SEPR_UNK	SAFE_ARMR	SAFE_ARMR_OTHRS	SAFE_RQUR_ACC	SAFE_RQUR_RSK	SAFE_RQUR_ALL	SAFE_RQUR_CSTM	SAFE_RQUR_TRN	SAFE_RQUR_COMP	SAFE_RQUR_BLST	NO_BODY_ARMOR	SAFE_PAY_DPT	SAFE_PAY_IND	SAFE_PAY_GRNT	SAFE_PAY_OTHR	SAFE_PAY_SPEC	ISSU_ADDR_BIAS	ISSU_ADDR_BOMB	ISSU_ADDR_ABSE	ISSU_ADDR_CYBR	ISSU_ADDR_DPV	ISSU_ADDR_TERR	ISSU_ADDR_TRAF	ISSU_ADDR_DUI	ISSU_ADDR_JUV	ISSU_ADDR_GANG	ISSU_ADDR_REEN	ISSU_ADDR_FUG	ISSU_ADDR_VIC	ISSU_ADDR_SWAT	ISSU_SPEC	ISSU_MULTI	ISSU_TASK_SWAT	ISSU_TASK_DRUG	ISSU_TASK_GANG	ISSU_TASK_TRAF	ISSU_TASK_OTHR	ISSU_TASK_SPEC	BASEWT	NRADJUST	FINALWT
MI26425	MI2642500	 	1	2	2	MI051-1416	GLADWIN POLICE DEPT	Gladwin	Michigan	MI	48624	2914	Local- 5 to 9	105	4	0	6	0	4	6	0	0	4	0	0	0	0	0	0	0	4	3	0	0	0	1	1	0	0	0	0	0	0	 	0	2	1	1	2	2	2	2	2	2	2	2	2	2	2	 	60000	61000	 	 	 	 	2	2	2	2	2	2	2	2	2	 	1	1	2	2	2	 	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	 	1	1	1	2	-8	-8	-8	-8	-8	-8	2	0	0	0	1	0	1	0	2	2	2	2	2	2	2	2	2	 	 	2	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	425000	1	1	2	2	2	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	4	4	2	-8	2	2	 	 	 	2	2	2	2	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	2	2	2	 	2	2	2	2	 	1	2	2	1	2	2	2	2	 	2	2	2	2	2	2	2	2	2	 	3	 	3	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	3	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	 	2	1	1	2	 	0	2	2	0	2	2	1	 	-8	-8	-8	-8	-8	-8	-8	2	1	2	1	2	 	4	5	5	5	4	5	5	5	5	5	5	5	5	5	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
MI41436	MI4143600	 	1	2	2	MI081-1437	GRAND RAPIDS POLICE DEPT	Grand Rapids	Michigan	MI	49503	190411	Local - SR	101	291	81	0	57	257	0	34	0	255	12	10	5	8	1	0	0	291	195	69	0	0	27	1	0	22	0	32	0	0	0	0	2	1	2	2	1	1	2	2	1	1	1	2	2	1	special events aide	96125	121388	69838	72750	41065	64630	1	2	2	2	2	1	2	1	2	 	1	2	2	1	1	No Establishments With Alcohol and No Security Work	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	meetings, presentations, community functions	2	2	2	1	12	12	12	0	0	0	1	0	0	0	0	0	0	0	0	2	2	2	2	2	2	1	1	 	 	2	7	12	2	1	2	2	2	2	 	2	0	2	2	2	2	 	7	1	4	0	0	1	13	0	20	20	7	52547545	2	1	1	1	1	2	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	3	-8	3	1	17	1	2	1	170	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	2	0	0	0	-8	-8	-8	-8	-8	 	2	1	1	1	2	2	 	1	1	1	2	 	1	1	2	1	1	2	2	2	 	64	82	1	2	2	2	2	2	2	 	3	 	2	 	-9	 	 	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	1	1	3	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	-8	1	 	2	2	1	2	 	-8	 	 	623	2	2	2	 	2	2	1	2	2	2	2	2	1	2	1	2	 	4	2	1	1	1	2	4	2	2	2	5	1	4	1	5	1	2	1	2	2	1	Fugitive/US Marshal	1.046	1.098	1.148
MI29129	MI2912900	1	2	 	 	MI057-1419	GRATIOT COUNTY SHERIFFS OFFICE	Ithaca	Michigan	MI	48847	42063	Sheriff- 10 to 24	204	39	2	9	0	36	9	3	0	36	0	3	0	0	0	0	0	39	20	2	13	0	4	1	0	2	0	1	0	0	0	0	2	1	2	2	1	2	2	2	2	2	2	2	1	2	 	57000	57000	47250	47250	42800	42800	1	2	2	2	2	1	2	2	2	 	1	1	1	1	2	 	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	1	2	2	1	12	12	12	12	12	12	2	1	0	0	2	1	2	2	4	2	1	1	2	1	2	1	2	 	 	2	-8	-8	2	1	2	2	2	2	 	1	1	2	1	2	2	 	1	0	0	0	0	0	1	0	0	0	10	3500000	1	1	1	1	1	1	2	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	3	2	2	-8	1	1	1	4	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	4	 	1	1	2	2	2	 	1	1	1	1	1	1	2	1	2	1	1	0	2	0	2	1	2	2	2	2	 	2	2	2	2	2	2	 	1	1	1	2	 	1	1	2	1	2	2	1	2	 	13	3	2	2	2	2	1	2	2	 	2	 	2	 	4	2	2	2	2	1	2	1	1	2	 	1	1	1	1	1	3	3	1	3	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	-8	1	 	2	1	1	2	 	10	1	2	10	1	2	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	4	3	3	3	3	4	3	3	4	4	3	3	4	2	1	2	1	2	2	1	Alcohol Enforcement/Underage Drinking	5.497	1.279	7.031
MI63465	MI6346500	 	1	2	2	MI125-1463	HAZEL PARK POLICE DEPT	Hazel Park	Michigan	MI	48030	16588	Local- 25 to 49	103	32	4	0	3	30	0	2	0	30	0	0	0	2	0	0	0	32	26	4	0	0	2	1	0	3	0	2	1	0	0	21	2	1	2	2	2	2	2	2	2	2	1	2	2	1	Parking Control/Enforcement	90250	90250	67229	68574	39841	59444	1	2	2	1	2	1	2	2	2	 	1	2	2	1	2	 	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 	2	3	2	1	12	8	3	12	12	8	2	0	0	2	0	2	0	4	0	2	2	1	2	1	2	2	1	 	 	2	0	2	2	2	1	2	2	2	 	2	2	2	1	2	2	 	0	0	2	0	0	0	2	0	1	1	7	4198975	2	1	2	1	1	2	1	2	2	 	1	5	5	1	0	0	0	2	2	2	2	-8	-8	2	-8	2	2	1	16	2	2	2	2	1	2	2	2	1	1	1	2	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	2	1	 	 	 	 	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	 	2	2	2	2	2	2	2	2	 	12	8	2	2	2	2	2	2	2	 	3	 	2	 	7	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	3	1	1	1	3	1	3	1	1	1	3	2	1	-8	1	1	1	-8	2	1	-8	1	1	1	-8	1	 	2	2	1	2	 	-8	 	 	39	2	2	2	 	2	2	1	1	1	1	1	2	1	2	1	2	 	4	4	1	4	4	4	5	4	1	4	4	4	4	4	1	1	2	2	2	2	1	Automobile Theft	4.225	1.123	4.745
MI31131	MI3113100	0	2	 	 	MI061-1421	HOUGHTON COUNTY SHERIFFS OFFICE	Houghton	Michigan	MI	49931	36520	Sheriff- 10 to 24	204	19	9	9	0	19	8	0	1	19	0	0	0	0	0	0	0	19	13	1	5	0	0	1	0	3	0	5	0	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	1	2	 	62000	62000	46665	48552	35720	42982	2	2	2	2	2	1	2	2	2	 	1	1	2	2	2	 	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	 	2	3	2	2	-8	-8	-8	-8	-8	-8	2	0	0	0	2	2	2	2	4	1	2	1	1	1	1	2	2	 	 	1	-8	-8	2	1	2	2	2	2	 	2	1	1	2	2	2	 	2	0	0	0	0	0	2	0	0	0	10	1900000	1	2	1	2	2	2	2	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	2	4	4	2	-8	2	2	2	-8	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	2	2	 	 	 	 	-8	-8	-8	-8	-8	 	2	2	2	2	2	1	Basic Department Information	1	1	1	1	any issue could be reported	1	1	2	2	2	2	2	2	 	8	3	2	1	2	2	1	2	2	 	2	 	4	 	5	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	1	1	1	1	1	1	-8	1	-8	2	1	-8	1	1	1	1	2	 	2	1	2	2	 	8	1	2	-8	 	 	2	 	2	1	1	2	1	1	1	2	1	2	1	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	5.497	1.279	7.031
MI47482	MI4748200	 	1	2	2	MI093-1444	HOWELL POLICE DEPT	Howell	Michigan	MI	48843	9505	Local- 10 to 24	104	16	2	0	0	15	0	1	0	16	0	0	0	0	0	0	0	16	9	3	0	0	4	1	0	1	0	3	0	0	0	0	2	1	2	2	2	2	2	2	2	2	1	1	2	2	 	81400	81400	65582	65582	41146	60320	1	2	2	2	2	2	2	2	2	 	1	2	2	2	1	 	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	Community Meetings & Special Assignments	2	3	2	1	12	12	12	12	12	12	2	0	0	0	0	0	0	0	0	2	2	2	2	2	2	1	1	 	 	1	0	0	2	2	2	1	2	2	 	2	0	2	1	2	2	 	1	0	0	1	0	0	2	0	0	0	7	2200000	1	1	2	2	1	1	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	-8	3	1	12	1	2	1	12	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	4	0	1	0	-8	-8	-8	-8	-8	 	2	1	1	2	2	2	 	1	1	1	2	 	1	1	2	1	2	2	2	2	 	7	3	2	2	2	2	2	2	2	 	3	 	2	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	3	1	3	3	3	1	3	3	3	1	1	1	1	2	1	-8	1	-8	1	-8	-8	-8	-8	1	1	1	1	2	 	2	1	1	2	 	2	2	2	2	2	2	2	 	1	1	1	2	1	1	1	2	1	2	1	2	 	4	4	4	4	4	5	4	4	4	4	5	4	5	5	1	1	2	1	2	2	2	 	6.26	1.138	7.123
MI32132	MI3213200	1	2	 	 	MI063-1423	HURON COUNTY SHERIFFS DEPT	Bad Axe	Michigan	MI	48413	32463	Sheriff- 10 to 24	204	36	0	19	0	29	18	7	1	36	0	0	0	0	0	0	0	36	19	2	12	1	2	1	0	1	0	7	1	0	6	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	61387	61387	48523	50037	34253	43322	2	2	2	2	2	2	2	2	2	 	1	2	2	2	1	Department/Jurisdiction Approval Required	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	 	2	3	2	2	-8	-8	-8	-8	-8	-8	2	0	0	5	0	0	0	5	0	2	2	1	2	1	2	2	1	 	 	2	5	0	2	2	2	1	2	2	 	-8	0	1	1	1	2	 	5	0	0	0	0	0	5	0	0	0	1	3241248	2	2	1	2	2	1	1	2	1	Other/Unspecified Grants	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	4	4	2	-8	2	2	1	7	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	1	4	0	0	0	1	2	2	2	2	 	2	2	2	2	2	2	 	1	1	1	2	 	1	1	2	2	2	2	1	2	 	16	5	2	2	2	2	1	2	2	 	3	 	4	 	5	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	3	3	3	1	3	1	3	1	1	3	3	1	1	-8	-8	-8	1	-8	2	1	-8	1	1	-8	-8	2	 	2	2	1	2	 	-8	 	 	4	1	2	4	 	1	1	1	1	1	1	1	2	1	2	1	2	 	3	4	3	3	3	3	4	3	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	5.497	1.279	7.031
MI82490	MI8249000	 	1	2	2	MI163-1496	INKSTER POLICE DEPT	Inkster	Michigan	MI	48141	24962	Local- 50 to 99	102	26	1	0	0	26	0	0	0	21	5	0	0	0	0	0	0	26	23	1	0	0	2	1	0	4	0	4	0	0	0	62	2	1	1	1	1	1	1	1	1	1	1	1	1	2	 	84300	84300	62720	62720	34723	53279	1	2	2	1	2	1	1	2	2	 	1	2	1	1	1	No Security Work	1	3	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	 	2	3	2	1	0	12	12	0	12	12	1	0	0	0	0	0	0	0	0	2	2	1	1	1	1	2	2	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	2	2	2	 	2	0	4	19	0	0	25	4	0	4	7	4000000	2	1	1	2	2	2	1	2	2	 	1	10	10	2	0	0	0	0	0	0	3	4	4	2	-8	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	2	1	 	 	 	 	1	2	2	2	2	 	2	1	1	1	2	2	 	2	2	2	2	 	2	2	2	2	2	2	2	2	 	19	8	2	2	2	2	2	2	2	 	2	 	4	 	12	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	 	2	1	1	2	 	 	 	 	 	 	 	2	 	1	1	1	2	2	2	1	2	1	2	1	2	 	4	4	3	4	4	4	4	4	4	4	4	4	4	4	1	2	-8	-8	-8	-8	-8	 	2.572	1.095	2.817
MI35135	MI3513500	1	2	 	 	MI069-1431	IOSCO COUNTY SHERIFFS OFFICE	Tawas City	Michigan	MI	48763	25357	Sheriff- 2 to 4	206	4	19	3	0	3	3	1	0	4	0	0	0	0	0	0	0	4	3	0	0	0	1	1	0	2	0	1	0	0	3	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	48011	48011	40455	40455	28826	38547	2	2	2	2	2	1	2	2	2	 	1	2	1	1	2	 	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	1	3	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	1	2	2	1	2	1	2	1	 	 	2	5	2	2	1	2	2	2	2	 	2	0	2	1	1	2	 	0	0	1	0	0	0	1	0	1	1	1	1578000	2	2	2	1	1	1	2	2	2	 	1	12	12	2	-8	-8	-8	-8	-8	-8	1	4	4	2	-8	2	2	2	-8	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	4	 	1	2	1	1	2	 	1	1	1	1	1	1	2	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	2	2	2	2	2	 	-8	-8	-8	-8	 	2	2	2	2	2	2	2	2	 	10	0	2	1	2	2	1	2	2	 	2	 	5	Daily log entry and or written report	2	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	2	2	2	3	3	3	2	3	2	3	2	2	2	2	1	1	-8	1	-8	1	-8	1	1	-8	1	1	1	1	1	 	1	-8	-8	-8	 	-8	 	 	-8	 	 	2	 	2	2	1	2	2	1	1	2	1	2	1	2	 	4	5	4	5	4	4	5	3	4	5	5	3	5	5	0	2	-8	-8	-8	-8	-8	 	6.19	1.167	7.222
MI36493	MI3649300	 	1	2	2	MI071-1432	IRON RIVER POLICE DEPT	Iron River	Michigan	MI	49935	2969	Local- 5 to 9	105	4	0	1	0	2	1	2	0	4	0	0	0	0	0	0	0	4	2	2	0	0	0	 	 	0	0	0	1	0	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	 	 	42000	42000	40000	40000	1	2	2	2	2	1	2	2	2	 	1	1	2	2	2	 	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	 	2	3	3	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	1	2	1	2	1	2	1	2	 	 	1	0	0	2	2	2	1	2	2	 	2	2	1	2	1	2	 	0	0	0	0	0	0	0	0	0	0	7	636000	2	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	4	4	2	-8	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	1	2	2	1	1	Incident reports	1	1	2	2	2	2	2	2	2	2	2	 	 	 	 	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	2	2	2	2	2	2	2	2	 	3	0	2	2	2	2	2	2	2	 	3	 	4	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	3	3	3	1	3	1	3	1	1	1	1	2	1	-8	-8	-8	1	-8	-8	1	-8	2	2	2	2	2	 	1	-8	-8	-8	 	-8	 	 	-8	 	 	4	 	1	1	1	1	1	2	1	2	1	2	2	2	 	5	4	4	4	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
MI30498	MI3049800	 	1	2	2	MI059-1420	JONESVILLE POLICE DEPT	Jonesville	Michigan	MI	49250	2237	Local- 5 to 9	105	5	0	2	0	4	1	1	1	5	0	0	0	0	0	0	0	5	5	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	53000	57000	41000	41000	30000	30000	2	2	2	2	2	2	2	2	2	 	1	 	 	 	 	 	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	 	2	3	3	2	-8	-8	-8	-8	-8	-8	2	0	1	0	0	1	0	1	1	2	2	2	2	2	2	1	1	 	 	1	0	0	2	2	2	1	2	2	 	1	1	2	1	1	2	 	0	0	0	0	1	0	1	0	0	0	7	375000	2	1	2	2	2	2	2	2	2	 	2	-8	-8	1	0	5	0	0	0	0	1	4	-8	2	-8	2	1	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	1	0	0	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	2	2	2	2	2	2	2	2	 	2	1	2	2	2	2	2	2	2	 	3	 	2	 	0	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	3	1	1	3	3	1	3	1	3	1	1	1	3	2	-8	1	-8	-8	1	-8	2	1	-8	1	1	1	-8	2	 	2	2	1	2	 	-8	 	 	0	2	2	2	 	2	1	1	1	1	1	1	2	1	2	1	2	 	5	4	4	5	3	4	5	3	4	5	5	4	4	4	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
