V1	V2	V3	V4	V5	V6	AGENCYID	V7	V8	V9	V10	V11	V12	V13	V14	V15	V34	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V62F	V63	V63F	V64	V64F	V65	V65F	V66	V66F	V67	V67F	V68	V68F	V69	V69F	V70	V70F	V71	V71F	V72	V72F	V73	V73F	V74	V74F	V75	V75F	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V84	V84F	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V101F	V102	V102F	V103	V103F	V104	V104F	V105	V105F	V106	V106F	V107	V107F	V108	V108F	V109	V109F	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V114F	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V125	V126	V127	V128	V129	V130	V131	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V179F	V180	V181	V181F	V182	V183	V183F	V184	V185	V185F	V186	V187	V188	V188F	V189	V190	V190F	V191	V192	V192F	V193	V194	V194F	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V244F	V245	V245F	V246	V246F	V247	V247F	V248	V248F	V249	V249F	V250	V250F	V251	V251F	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271	V272	V273	V274	V275	V276	V277	V278	V279	V280	V281	V282	V283	V284	V285	V286	V287	V288	V289	V290	V291	V292	V293	V294	V294F	V295	V295F	V296	V296F	V297	V297F	V298	V298F	V299	V299F	V300	V300F	V301	V301F	V302	V303	V304	V304F	V305	V305F	V306	V307	V308	V309	V310	V311	V312	V313	V314	V315	V316	V317	V318	V319	V319F	V320	V320F	V321	V321F	V322	V322F	V323	V324	V325	V326	V327	V328	V329	V330	V331	V332	V333	V334	V335	V336	V337	V338	V339	V340	V341	V342	V343	V344	V345	V346	V347	V348	V349	V350	V351	V352	V353	V354	V355	V356	V357	V358	V359	V360	V361	V362	V363	V364	V365	V366	V367	V368	V369	V370	V371	V372	V373	V374	V375	V376	V377	V378	V379	V380	V381
20	1	012	012	02	20100	2010120120220100	SAGADAHOC COUNTY SHERIFF DEPARTMENT	BATH	23023	 	35214	SAGADAHOC	01	18	CJ-38L	1854	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	2	0	0	0	0	0	18	0	18	0	6	0	0	0	0	0	6	0	6	0	24	0	12	0	11	0	8	0	0	0	11	0	3	0	1	0	0	0	0	0	1700000	0	1	10000	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	4	0	0	480	0	120	0	0	0	120	0	40	0	20	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	1	2	1	2	1	2	1	2	40330	0	46780	0	29500	0	35471	0	21402	0	28460	0	2	1	2	3	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	 	0	0	1	1	1	1	0	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	3	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	4	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	3	1	0	0	0	0	0	0	 	0	8	8888	8	0	8	8888	8	10	 	4	 	72	0	5	0	1	0	1	1	0	1	1	1	0	0	 	0	3	0	1	1	0	0	0	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	 	0	13	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	4	1.0007	1.0011	.9989	44	1.0588	4.2383
22	3	001	015	02	60100	2230010150260100	YARMOUTH POLICE DEPT	WEST YARMOUTH	25001	074000	24807	BARNSTABLE	03	87	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	52	0	52	0	25	0	0	3	0	3	10	0	0	2	62	0	25	0	52	0	52	0	1	0	52	7	5	7	0	3	1	7	0	3	4000000	0	2	50000	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	2	0	0	880	0	60	0	160	0	0	3	40	0	20	0	49	0	2	0	0	3	0	3	1	0	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	50	0	2	0	1	2	1	1	2	1	1	2	79122	0	79122	0	50418	0	50418	0	32351	0	42015	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	PUBLIC SURVEY 1999	0	0	0	1	0	1	0	0	0	 	1	13	0	0	0	0	0	0	0	0	0	0	 	1	6	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	 	1	0	0	0	0	0	0	0	18	0	2	 	48	0	4	0	1	0	1	1	0	0	0	1	0	0	 	0	1	0	1	0	0	0	0	0	 	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	13	0	9	0	5	0	0	0	0	0	0	0	1	0	12	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	2.1405	1.0032	1	1.0025	24	1	2.1527
22	3	005	002	02	60100	2230050020260100	ANDOVER POLICE DEPT	ANDOVER	25009	112007	31247	ESSEX	03	51	CJ-38L	9999	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	3	52	0	52	0	0	3	0	3	0	3	17	0	2	0	69	0	2	0	36	0	33	0	3	0	30	0	6	0	0	3	0	3	0	3	4514601	0	2	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	4	0	0	880	0	0	3	0	3	240	0	0	3	48	0	47	0	3	0	1	0	0	3	0	3	0	3	0	3	0	3	1	0	0	3	0	3	0	3	0	3	0	3	49	0	3	0	1	1	1	2	2	1	1	2	78908	0	112027	0	47628	0	74330	0	35529	0	69396	0	2	1	1	3	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	1	12	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	1	1	2	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	 	2	0	0	0	1	0	0	0	4	0	1	0	96	7	6	0	1	0	1	0	0	0	0	1	0	0	 	0	3	1	0	1	0	0	0	0	 	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	13	0	9	0	5	0	0	3	0	3	0	3	2	0	6	0	1	2	1	0	0	3	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	3	0	3	0	3	1	1	1	1	1	3	 	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	3.3842	1.0017	.995	1.0015	22	1.0074	3.4029
22	3	005	022	02	60100	2230050220260100	SAUGUS POLICE DEPT	SAUGUS	25009	112007	26078	ESSEX	03	62	CJ-38L	1910	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	62	0	62	0	0	3	0	3	0	3	16	0	3	0	78	0	3	0	46	0	4	0	0	0	46	0	10	0	0	3	0	3	0	3	4254219	0	2	225000	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	4	0	0	800	0	0	3	160	0	0	3	40	0	0	3	59	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	3	0	1	1	1	2	2	1	1	2	74937	0	74937	0	44736	0	44736	0	32200	0	32200	0	1	1	3	4	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	1	7	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	1	2	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	 	3	0	0	3	0	3	0	3	10	0	2	0	72	0	6	0	1	0	1	0	0	0	0	1	0	0	 	0	1	0	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	13	0	9	0	2	0	1	0	0	3	0	3	1	7	6	7	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	3.3842	1.0017	.995	1.0015	22	1.0074	3.4029
28	2	001	002	02	60100	2820010020260100	HASTINGS POLICE DEPT	HASTINGS	31001	 	24064	ADAMS	03	37	CJ-38L	1937	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	37	0	37	0	0	0	0	0	0	0	15	0	2	0	52	0	2	0	27	0	1	0	0	0	27	0	5	0	0	3	0	3	0	3	2392841	0	2	2000	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	480	0	0	3	0	3	680	0	0	0	20	0	34	0	3	0	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	34	0	3	0	1	2	2	2	2	2	2	1	45884	0	64292	0	28962	0	38594	0	23150	0	32128	0	2	1	3	4	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	 	0	0	0	1	0	1	0	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	8	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	 	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	 	0	3	0	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	13	0	9	0	1	0	0	0	0	0	1	0	1	0	8	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	2	2	3	 	2	2	2	0	4	2	2	2	2	4	3	1	3	4	3	1	3	3	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	4.9457	1.0032	1	.9991	19	1.0049	4.9815
05	2	007	010	02	60100	0520070100260100	SAN PABLO POLICE DEPT	SAN PABLO	06013	577584	30215	CONTRA COSTA	03	45	CJ-38L	1948	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	43	0	41	0	0	0	0	0	0	0	13	0	6	0	54	3	6	0	33	0	0	0	1	0	25	0	8	0	1	0	0	0	0	0	6023224	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	400	0	0	0	400	0	80	0	40	0	0	0	34	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40	0	1	0	1	1	1	2	1	1	1	1	120000	3	120000	0	58008	0	70512	0	49740	0	60456	0	2	1	2	4	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	14	4	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	 	0	0	0	0	2	0	0	0	6	0	6	0	24	0	6	0	1	0	1	1	1	1	0	1	0	0	 	0	1	0	1	1	1	0	0	1	BEAN BAG	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	 	0	13	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	1	1	1	1	3	 	2	2	2	0	3	2	2	2	3	2	2	1	2	4	2	2	2	2	2	3	3	2	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3.3842	1.0017	.995	1.0015	20	1.0157	3.4312
05	2	019	009	02	60100	0520190090260100	CLAREMONT POLICE DEPT	CLAREMONT	06037	448049	33998	LOS ANGELES	03	41	CJ-38L	1925	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	40	0	40	0	3	0	0	3	0	3	19	0	7	0	59	0	10	0	28	0	16	0	0	0	28	3	6	0	5	0	0	3	0	3	5848544	0	2	15000	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	4	0	0	664	0	224	0	200	0	440	0	12	0	0	0	33	0	2	0	2	0	0	3	3	0	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	38	3	2	0	1	1	2	2	1	2	2	1	87960	0	106260	0	57300	0	69216	0	41436	0	50052	0	1	2	3	3	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	 	0	0	1	0	0	0	0	1	0	 	0	0	0	1	12	0	0	0	0	0	0	0	 	1	4	0	0	0	0	0	0	0	0	0	0	 	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	0	0	0	 	0	3	0	3	1	0	0	3	12	0	3	 	48	0	6	0	1	0	1	1	0	1	0	0	0	0	.357	0	1	0	1	1	1	0	0	1	BEAN BAG	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	 	0	13	0	9	0	1	0	0	3	0	3	0	3	4	0	6	0	2	0	1	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	2	2	 	2	2	2	0	2	2	1	2	2	4	2	1	2	4	2	2	2	2	2	2	2	2	2	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	3.3842	1.0017	.995	1.0015	20	1.0157	3.4312
48	2	008	004	02	60100	4820080040260100	LONGVIEW POLICE DEPT	LONGVIEW	53015	 	34660	COWLITZ	03	54	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	52	0	52	0	0	0	0	0	0	0	14	0	0	0	66	0	0	0	32	0	0	0	2	0	32	0	4	0	0	0	0	0	0	0	6200000	0	1	40783	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	2	0	0	720	0	0	0	0	0	672	0	0	0	40	0	47	3	3	0	0	3	0	3	1	0	0	3	1	0	0	3	0	3	0	3	0	3	0	3	0	3	0	3	49	0	3	0	1	1	1	2	1	2	2	1	60696	4	81948	4	59000	0	59000	0	41600	0	51100	0	3	4	4	4	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	1	18	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	 	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	1	0	1	1	0	1	1	1	0	0	 	0	3	1	0	1	1	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	 	0	13	0	8	0	4	0	0	0	0	0	2	0	0	0	4	0	1	2	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	2	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3.3842	1.0017	.995	1.0015	22	1.0074	3.4029
36	2	018	037	02	60100	3620180370260100	NORTH ROYALTON POLICE DEPT	NORTH ROYALTON	39035	168028	28648	CUYAHOGA	03	33	CJ-38L	1947	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	39	0	39	0	0	0	0	0	0	0	20	0	11	0	59	0	11	0	20	0	21	0	2	0	26	0	6	0	0	0	0	0	0	0	4744464	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	560	0	0	0	0	0	560	0	0	0	40	0	38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	1	0	1	1	1	2	2	1	2	2	66898	0	66898	0	51480	0	51480	0	36837	0	45552	0	1	1	2	3	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	2	0	0	0	0	 	1	2	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	 	0	0	1	0	0	0	1	0	14	0	0	0	8888	8	8888	8	1	0	1	0	0	0	0	1	0	0	 	0	2	0	0	1	0	0	1	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	 	0	13	0	8	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	4.9457	1.0032	1	.9991	20	1.0157	5.0351
49	2	035	004	02	60100	4920350040260100	WHEELING POLICE DEPT	WHEELING	54069	900000	31419	OHIO	03	82	CJ-38L	1836	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	3	83	0	83	0	0	0	0	0	0	0	2	0	0	0	85	0	0	0	60	0	4	0	2	0	64	0	11	0	0	3	0	3	0	3	4174346	0	2	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	4	0	0	695	0	0	0	0	0	560	0	8	0	16	0	77	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	6	0	2	2	2	2	2	2	2	2	44242	0	44242	0	31311	0	31311	0	26341	0	26341	0	2	1	2	4	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	 	0	1	0	0	1	1	0	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	2	1	1	1	1	0	0	0	 	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	 	0	2	1	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	 	0	13	0	8	0	2	0	0	0	0	0	0	0	3	0	4	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	4	0	1	0	1	0	0	0	1	1	1	1	1	3	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	2.1405	1.0032	1	1.0025	24	1	2.1527
25	1	006	006	02	70100	2510060060270100	BOLIVAR COUNTY SHERIFF DEPARTMENT	CLEVELAND	28011	 	40633	BOLIVAR	01	16	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	2	0	0	0	0	0	20	0	18	0	0	3	0	0	0	3	6	0	0	3	24	0	0	3	18	0	0	0	0	0	13	0	5	0	0	0	0	0	0	3	1013310	0	2	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	4	0	0	400	0	80	0	0	0	80	0	0	0	12	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	2	2	2	2	2	2	2	2	75000	0	75000	0	31000	0	34500	0	25800	0	28800	0	3	4	4	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	 	0	3	0	3	1	0	0	3	0	3	0	3	0	3	0	3	1	0	1	1	0	0	0	1	0	1	.38  AND .357 MAG.	0	1	0	0	1	1	0	1	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	 	0	13	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	2	3	 	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	1.0007	1.0011	.9989	49	1	4.0028
49	2	025	001	02	60100	4920250010260100	FAIRMONT POLICE DEPT	FAIRMONT	54049	 	19097	MARION	03	33	CJ-38L	1895	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	11	0	1	0	42	0	1	0	25	0	0	0	1	0	24	0	5	0	0	0	1	0	0	0	2153013	0	2	66641	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	4	0	0	480	0	0	0	0	0	1800	0	8	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	2	2	2	2	1	2	1	50000	0	54000	0	32000	0	36000	0	25000	0	30000	0	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	2	1	0	1	1	0	0	0	 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	 	0	1	0	0	0	0	0	0	1	RIOT BATONS	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	BEAN BAG 12 GA ROUNDS	0	13	0	7	0	5	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	10	0	0	0	0	0	0	0	1	1	1	1	2	2	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	4.9457	1.0032	1	.9991	19	1.0049	4.9815
48	1	016	016	02	10100	4810160160210100	JEFFERSON COUNTY SHERIFF OFFICE	PORT HADLOCK	53031	 	25953	JEFFERSON	01	18	CJ-38L	1899	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	3	0	3	0	3	19	0	19	0	0	3	15	0	0	3	5	0	0	3	39	0	0	3	14	0	0	0	0	0	14	0	0	3	0	3	0	3	1	0	2493659	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	4	0	0	720	3	0	0	0	0	400	3	0	0	40	0	18	0	1	0	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	18	0	1	0	1	1	2	2	2	2	2	2	50356	0	59059	0	43888	0	43888	0	31948	0	40060	0	3	1	4	4	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	2	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	4	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	 	1	0	2	0	0	0	0	0	5	0	5	0	72	0	6	0	1	0	1	1	0	0	1	0	0	0	357	0	1	1	1	1	1	0	1	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	 	0	13	0	7	0	3	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	2	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1.0007	1.0011	.9989	49	1	4.0028
